TimeStamp,Server,ResponseTimeMs
21.09.2022 18:56:29,Server_005,60
21.09.2022 18:53:54,Server_006,31
21.09.2022 18:43:58,Server_001,26
21.09.2022 18:44:40,Server_003,44
21.09.2022 18:36:07,Server_009,94
21.09.2022 18:38:11,Server_004,17
21.09.2022 18:26:33,Server_004,25
21.09.2022 18:18:02,Server_006,32
21.09.2022 18:27:01,Server_004,66
21.09.2022 18:45:19,Server_010,8
21.09.2022 18:06:26,Server_008,34
21.09.2022 18:13:39,Server_006,95
21.09.2022 18:30:32,Server_005,49
21.09.2022 18:30:02,Server_007,15
21.09.2022 18:06:51,Server_006,35
21.09.2022 18:44:09,Server_002,90
21.09.2022 18:50:36,Server_008,12
21.09.2022 18:49:21,Server_002,2
21.09.2022 18:27:55,Server_006,67
21.09.2022 18:26:23,Server_007,14
21.09.2022 18:01:23,Server_005,72
21.09.2022 18:09:53,Server_008,6
21.09.2022 18:15:54,Server_007,66
21.09.2022 18:25:10,Server_005,89
21.09.2022 18:20:25,Server_009,99
21.09.2022 18:05:50,Server_007,72
21.09.2022 18:31:37,Server_002,39
21.09.2022 18:47:19,Server_008,47
21.09.2022 18:27:24,Server_009,52
21.09.2022 18:27:31,Server_007,69
21.09.2022 18:59:37,Server_003,90
21.09.2022 18:15:10,Server_007,91
21.09.2022 18:07:03,Server_006,73
21.09.2022 18:28:06,Server_005,100
21.09.2022 18:14:11,Server_004,34
21.09.2022 18:46:39,Server_007,51
21.09.2022 18:48:05,Server_004,3
21.09.2022 18:40:23,Server_003,25
21.09.2022 18:06:53,Server_002,11
21.09.2022 18:35:58,Server_001,82
21.09.2022 18:49:24,Server_001,9
21.09.2022 18:02:03,Server_001,25
21.09.2022 18:24:58,Server_007,59
21.09.2022 18:39:11,Server_010,77
21.09.2022 18:04:53,Server_002,4
21.09.2022 18:54:41,Server_004,38
21.09.2022 18:49:10,Server_003,82
21.09.2022 18:10:45,Server_004,25
21.09.2022 18:35:41,Server_009,70
21.09.2022 18:01:45,Server_005,90
21.09.2022 18:47:58,Server_005,46
21.09.2022 18:36:20,Server_008,85
21.09.2022 18:48:30,Server_006,15
21.09.2022 18:59:28,Server_007,72
21.09.2022 18:04:50,Server_009,60
21.09.2022 18:02:45,Server_007,24
21.09.2022 18:03:54,Server_005,21
21.09.2022 18:09:06,Server_003,40
21.09.2022 18:03:29,Server_004,7
21.09.2022 18:11:42,Server_010,72
21.09.2022 18:46:37,Server_002,29
21.09.2022 18:47:01,Server_008,93
21.09.2022 18:27:37,Server_005,11
21.09.2022 18:45:56,Server_003,39
21.09.2022 18:05:59,Server_008,68
21.09.2022 18:17:45,Server_008,57
21.09.2022 18:15:29,Server_009,59
21.09.2022 18:16:07,Server_001,80
21.09.2022 18:34:28,Server_004,97
21.09.2022 18:13:17,Server_003,10
21.09.2022 18:12:47,Server_008,12
21.09.2022 18:24:16,Server_002,72
21.09.2022 18:35:10,Server_002,5
21.09.2022 18:58:13,Server_004,41
21.09.2022 18:14:48,Server_010,80
21.09.2022 18:05:30,Server_003,93
21.09.2022 18:12:42,Server_003,4
21.09.2022 18:58:06,Server_007,58
21.09.2022 18:18:32,Server_006,54
21.09.2022 18:51:24,Server_003,46
21.09.2022 18:58:21,Server_010,6
21.09.2022 18:03:10,Server_009,75
21.09.2022 18:05:12,Server_005,16
21.09.2022 18:27:24,Server_004,84
21.09.2022 18:37:47,Server_001,25
21.09.2022 18:03:05,Server_008,93
21.09.2022 18:37:13,Server_005,73
21.09.2022 18:58:28,Server_007,54
21.09.2022 18:55:54,Server_010,68
21.09.2022 18:05:57,Server_009,29
21.09.2022 18:36:24,Server_002,28
21.09.2022 18:52:13,Server_003,85
21.09.2022 18:26:47,Server_002,50
21.09.2022 18:36:03,Server_004,80
21.09.2022 18:47:03,Server_001,20
21.09.2022 18:22:46,Server_008,7
21.09.2022 18:09:10,Server_010,56
21.09.2022 18:43:15,Server_004,27
21.09.2022 18:19:47,Server_002,25
21.09.2022 18:04:23,Server_006,63
21.09.2022 18:39:09,Server_007,93
21.09.2022 18:12:57,Server_006,54
21.09.2022 18:54:26,Server_010,15
21.09.2022 18:22:28,Server_002,79
21.09.2022 18:50:44,Server_003,97
21.09.2022 18:30:23,Server_008,57
21.09.2022 18:48:44,Server_002,3
21.09.2022 18:55:37,Server_005,29
21.09.2022 18:58:59,Server_002,41
21.09.2022 18:34:18,Server_003,47
21.09.2022 18:53:52,Server_006,42
21.09.2022 18:08:31,Server_005,55
21.09.2022 18:54:46,Server_006,74
21.09.2022 18:11:46,Server_004,10
21.09.2022 18:20:39,Server_004,93
21.09.2022 18:26:28,Server_006,41
21.09.2022 18:05:58,Server_007,5
21.09.2022 18:21:17,Server_003,65
21.09.2022 18:40:59,Server_009,93
21.09.2022 18:55:25,Server_001,71
21.09.2022 18:44:52,Server_003,29
21.09.2022 18:59:53,Server_003,14
21.09.2022 18:45:26,Server_007,43
21.09.2022 18:45:14,Server_010,15
21.09.2022 18:43:37,Server_008,20
21.09.2022 18:10:42,Server_008,86
21.09.2022 18:16:24,Server_003,81
21.09.2022 18:51:46,Server_002,66
21.09.2022 18:11:53,Server_006,28
21.09.2022 18:52:03,Server_005,4
21.09.2022 18:28:16,Server_009,8
21.09.2022 18:32:06,Server_004,75
21.09.2022 18:08:35,Server_001,58
21.09.2022 18:36:19,Server_008,18
21.09.2022 18:38:26,Server_001,21
21.09.2022 18:32:55,Server_010,98
21.09.2022 18:53:39,Server_002,78
21.09.2022 18:43:59,Server_001,15
21.09.2022 18:19:49,Server_009,95
21.09.2022 18:06:26,Server_004,84
21.09.2022 18:14:45,Server_004,100
21.09.2022 18:41:19,Server_001,11
21.09.2022 18:13:17,Server_007,18
21.09.2022 18:53:31,Server_010,20
21.09.2022 18:17:37,Server_004,5
21.09.2022 18:52:29,Server_003,85
21.09.2022 18:12:16,Server_001,46
21.09.2022 18:11:59,Server_004,40
21.09.2022 18:50:38,Server_009,84
21.09.2022 18:58:51,Server_002,86
21.09.2022 18:32:03,Server_003,52
21.09.2022 18:17:53,Server_001,76
21.09.2022 18:37:47,Server_009,5
21.09.2022 18:57:46,Server_001,57
21.09.2022 18:17:31,Server_003,33
21.09.2022 18:11:05,Server_006,9
21.09.2022 18:33:23,Server_003,58
21.09.2022 18:09:03,Server_004,69
21.09.2022 18:51:40,Server_010,24
21.09.2022 18:50:52,Server_006,59
21.09.2022 18:04:18,Server_004,80
21.09.2022 18:20:46,Server_002,57
21.09.2022 18:32:27,Server_010,47
21.09.2022 18:18:55,Server_006,80
21.09.2022 18:27:27,Server_010,22
21.09.2022 18:22:16,Server_001,74
21.09.2022 18:34:03,Server_004,52
21.09.2022 18:04:02,Server_007,24
21.09.2022 18:08:29,Server_005,81
21.09.2022 18:17:37,Server_004,53
21.09.2022 18:23:21,Server_003,57
21.09.2022 18:45:31,Server_006,43
21.09.2022 18:43:10,Server_008,10
21.09.2022 18:16:48,Server_005,56
21.09.2022 18:20:33,Server_010,94
21.09.2022 18:48:23,Server_008,7
21.09.2022 18:33:59,Server_001,19
21.09.2022 18:26:06,Server_009,23
21.09.2022 18:37:56,Server_005,64
21.09.2022 18:26:26,Server_004,18
21.09.2022 18:23:09,Server_010,16
21.09.2022 18:55:35,Server_003,45
21.09.2022 18:07:53,Server_010,14
21.09.2022 18:58:44,Server_003,37
21.09.2022 18:25:16,Server_009,26
21.09.2022 18:16:26,Server_008,14
21.09.2022 18:13:32,Server_005,78
21.09.2022 18:48:50,Server_008,55
21.09.2022 18:53:10,Server_009,54
21.09.2022 18:35:02,Server_006,85
21.09.2022 18:16:24,Server_007,6
21.09.2022 18:19:53,Server_003,71
21.09.2022 18:49:53,Server_001,63
21.09.2022 18:08:23,Server_010,50
21.09.2022 18:01:01,Server_003,35
21.09.2022 18:22:25,Server_010,23
21.09.2022 18:30:38,Server_009,1
21.09.2022 18:30:16,Server_004,11
21.09.2022 18:06:01,Server_002,17
21.09.2022 18:17:27,Server_010,92
21.09.2022 18:16:50,Server_010,59
21.09.2022 18:55:52,Server_007,7
21.09.2022 18:38:55,Server_008,32
21.09.2022 18:09:03,Server_006,67
21.09.2022 18:08:01,Server_007,54
21.09.2022 18:30:53,Server_009,94
21.09.2022 18:38:07,Server_003,27
21.09.2022 18:40:27,Server_010,68
21.09.2022 18:52:58,Server_006,94
21.09.2022 18:47:22,Server_004,33
21.09.2022 18:32:08,Server_010,41
21.09.2022 18:10:31,Server_007,24
21.09.2022 18:36:56,Server_007,77
21.09.2022 18:39:52,Server_002,82
21.09.2022 18:57:22,Server_004,94
21.09.2022 18:36:16,Server_008,39
21.09.2022 18:33:42,Server_007,86
21.09.2022 18:48:48,Server_007,27
21.09.2022 18:47:03,Server_007,11
21.09.2022 18:24:16,Server_005,31
21.09.2022 18:25:55,Server_002,52
21.09.2022 18:18:36,Server_001,75
21.09.2022 18:52:36,Server_009,10
21.09.2022 18:51:07,Server_005,34
21.09.2022 18:05:35,Server_010,56
21.09.2022 18:56:07,Server_005,99
21.09.2022 18:04:41,Server_009,84
21.09.2022 18:34:19,Server_009,48
21.09.2022 18:48:56,Server_002,46
21.09.2022 18:31:51,Server_010,20
21.09.2022 18:47:41,Server_002,69
21.09.2022 18:52:08,Server_001,65
21.09.2022 18:08:35,Server_007,46
21.09.2022 18:39:36,Server_001,15
21.09.2022 18:54:38,Server_006,29
21.09.2022 18:53:48,Server_006,45
21.09.2022 18:47:42,Server_004,56
21.09.2022 18:53:27,Server_004,59
21.09.2022 18:07:41,Server_005,14
21.09.2022 18:17:26,Server_003,25
21.09.2022 18:04:02,Server_007,77
21.09.2022 18:26:26,Server_003,79
21.09.2022 18:45:48,Server_007,28
21.09.2022 18:34:38,Server_002,57
21.09.2022 18:13:26,Server_009,22
21.09.2022 18:07:08,Server_002,54
21.09.2022 18:10:16,Server_005,55
21.09.2022 18:05:25,Server_010,77
21.09.2022 18:24:13,Server_008,35
21.09.2022 18:27:24,Server_010,80
21.09.2022 18:21:17,Server_009,52
21.09.2022 18:17:54,Server_006,34
21.09.2022 18:25:03,Server_008,70
21.09.2022 18:45:05,Server_003,14
21.09.2022 18:31:09,Server_003,25
21.09.2022 18:15:20,Server_008,90
21.09.2022 18:18:56,Server_006,18
21.09.2022 18:07:34,Server_008,80
21.09.2022 18:45:01,Server_005,69
21.09.2022 18:46:23,Server_010,12
21.09.2022 18:25:51,Server_002,59
21.09.2022 18:09:17,Server_007,60
21.09.2022 18:34:47,Server_001,81
21.09.2022 18:53:45,Server_002,83
21.09.2022 18:04:14,Server_010,7
21.09.2022 18:57:31,Server_008,96
21.09.2022 18:54:03,Server_002,36
21.09.2022 18:14:46,Server_010,50
21.09.2022 18:23:22,Server_004,31
21.09.2022 18:40:18,Server_007,53
21.09.2022 18:16:49,Server_003,94
21.09.2022 18:17:57,Server_009,91
21.09.2022 18:57:55,Server_007,95
21.09.2022 18:03:25,Server_005,25
21.09.2022 18:09:02,Server_010,49
21.09.2022 18:43:20,Server_010,79
21.09.2022 18:57:21,Server_009,91
21.09.2022 18:25:31,Server_007,65
21.09.2022 18:52:09,Server_002,60
21.09.2022 18:48:42,Server_008,73
21.09.2022 18:30:25,Server_005,46
21.09.2022 18:46:53,Server_003,10
21.09.2022 18:20:58,Server_002,81
21.09.2022 18:12:07,Server_007,8
21.09.2022 18:37:26,Server_008,60
21.09.2022 18:11:06,Server_005,68
21.09.2022 18:48:19,Server_009,59
21.09.2022 18:50:12,Server_008,95
21.09.2022 18:47:37,Server_003,62
21.09.2022 18:37:43,Server_007,41
21.09.2022 18:43:29,Server_002,48
21.09.2022 18:33:30,Server_005,8
21.09.2022 18:35:10,Server_007,38
21.09.2022 18:54:50,Server_004,97
21.09.2022 18:16:12,Server_009,12
21.09.2022 18:23:10,Server_006,90
21.09.2022 18:16:05,Server_002,35
21.09.2022 18:41:47,Server_006,75
21.09.2022 18:43:45,Server_010,98
21.09.2022 18:04:22,Server_007,54
21.09.2022 18:36:10,Server_002,99
21.09.2022 18:50:56,Server_008,13
